acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,time_signature,label
1.0515295067080006,-0.47951291239170984,-1.8306454206945748,-0.2891290856770585,2.7555741197129398,-0.5148236266201482,-1.2560565928165537,-0.5214432794312482,-0.018574624591131107,-1.479698952247891,0,8,4,1
-0.48907200138993223,0.6838074851362546,-0.19977027901570982,0.07826761133720044,-0.3859308605030729,0.3359277105595354,0.3126089680413956,-0.6408951201208063,0.12564669495217626,0.3536301038432373,1,4,4,1
-0.07213378134807334,0.1952129181745092,-0.05969633028375423,-0.5498622254936294,-0.3859170394211134,-0.43031190438375577,-0.15501222130296757,-0.6666967177097507,0.6884977224705804,-1.2458346535210043,1,5,4,1
0.7203445375967367,1.242201275949677,-1.2770016507800552,-1.4742797212069265,0.42254468587604804,-0.10916735988546465,-0.49555164369175053,-0.5357775003139952,-0.3683377709358901,1.2556781132183703,1,5,4,1
1.554220977680455,-0.764526409786061,-0.5900274987755063,-0.534060217019898,-0.3852648306481986,-0.7559637407346546,0.07393352447794548,-0.6103154489042794,-1.043709637247128,-0.8741574644729169,0,6,4,1
0.49265487133274294,0.21266272413742868,0.36993904672222216,-0.7631893398890056,-0.3859308605030729,-0.45284836364679365,-0.802136406472089,-0.5262213530588306,0.513845351884271,0.10723736054169594,1,4,4,1
0.7085165029856202,-0.5202291263051886,-0.5574844497998761,0.7933084947735543,-0.3859308605030729,0.5218534994795988,0.30645344495448457,-0.36567807917206474,1.5915206496550676,1.6816452287566281,1,9,4,0
0.27975024833264467,1.3294503057642737,0.5948568282499958,-0.6288722678622873,1.958648223996378,-0.6089133440433318,-0.21299327747645158,-0.4029470534672068,-0.048229913035121454,-1.0620841330927364,1,1,4,1
1.1550248095552706,-1.026273499229853,2.2285239896018756,-1.0673780030083384,2.844121441459225,-0.7384979848058,-1.2292502825993605,-0.4144144301734044,2.207899296505193,-0.6987592404277521,0,9,3,1
1.6429312372638287,-1.77079855364775,-0.3432770388210441,-1.375517168246104,-0.04598614266842344,0.03168551050852265,-0.24794076338923596,-0.6303833581401251,0.702073567953263,-1.0370272439434272,1,0,4,1
0.5103969232494178,-0.41553029052767176,-0.211518121355717,-0.07975247340011542,-0.38590433480538455,0.6232675661632695,0.4093102500841578,1.8828833699681742,2.7894391502724845,-0.32290590318811324,0,1,4,1
