liveness,instrumentalness,duration,time_signature,valence,danceability,loudness,energy,acousticness,speechiness,label
-0.5148236266201482,2.75557411971294,-1.8306454206945748,4,-1.4796989522478907,-0.4795129123917098,-1.2560565928165537,-0.2891290856770585,1.0515295067080006,-0.5214432794312482,1
0.3359277105595354,-0.3859308605030729,-0.19977027901570985,4,0.3536301038432373,0.6838074851362546,0.3126089680413956,0.07826761133720044,-0.4890720013899322,-0.6408951201208063,1
-0.43031190438375577,-0.3859170394211134,-0.05969633028375423,4,-1.2458346535210043,0.1952129181745092,-0.15501222130296755,-0.5498622254936294,-0.07213378134807334,-0.6666967177097507,1
-0.10916735988546464,0.422544685876048,-1.2770016507800552,4,1.2556781132183703,1.242201275949677,-0.4955516436917505,-1.4742797212069263,0.7203445375967367,-0.5357775003139952,1
-0.7559637407346546,-0.3852648306481986,-0.5900274987755063,4,-0.8741574644729169,-0.7645264097860609,0.07393352447794548,-0.5340602170198979,1.5542209776804552,-0.6103154489042794,1
-0.4528483636467937,-0.3859308605030729,0.36993904672222216,4,0.10723736054169594,0.21266272413742868,-0.8021364064720892,-0.7631893398890056,0.4926548713327429,-0.5262213530588306,1
0.5218534994795988,-0.3859308605030729,-0.5574844497998761,4,1.681645228756628,-0.5202291263051886,0.30645344495448457,0.7933084947735543,0.7085165029856202,-0.3656780791720648,0
-0.6089133440433318,1.9586482239963783,0.5948568282499958,4,-1.0620841330927364,1.3294503057642737,-0.2129932774764516,-0.6288722678622873,0.2797502483326447,-0.4029470534672068,1
-0.7384979848058,2.8441214414592246,2.228523989601876,3,-0.6987592404277521,-1.026273499229853,-1.2292502825993603,-1.0673780030083384,1.1550248095552706,-0.4144144301734044,1
0.03168551050852265,-0.045986142668423435,-0.3432770388210441,4,-1.0370272439434272,-1.77079855364775,-0.247940763389236,-1.375517168246104,1.6429312372638287,-0.6303833581401251,1
0.6232675661632695,-0.38590433480538455,-0.211518121355717,4,-0.32290590318811324,-0.41553029052767176,0.4093102500841578,-0.07975247340011543,0.5103969232494178,1.8828833699681744,1
-0.5598965451462241,-0.3858034293574293,0.3125729594515378,4,-1.533988878738061,-1.567217484080356,-0.09802399143382456,-1.2412000962193857,1.7582545747222156,-0.5558454095498411,1
0.17817249571826946,-0.38592658713232775,0.33271211774869297,4,1.7234067106721436,-0.29338164878723544,0.2852069620415985,0.5483773634307146,-0.9388330174776396,-0.6600074146311355,1
-0.5091895118043887,-0.12452376717382375,-0.5959319338217177,4,-0.9702088728786024,-0.9273912654399756,-0.4316136296922238,-1.221447585627221,1.764168592027774,-0.6361170464932239,1
-0.5655306599619836,-0.38575068595273704,0.2818607430483762,4,-0.03892782616260823,-0.9971904892916541,0.4132815553015196,-0.12715849882130972,0.004748443624184411,-0.6800753238669812,1
0.904973306951244,1.0346761709916679,-0.1825604528345045,4,-0.6778784994699943,-2.020912439116262,0.3838938966930415,-0.11925749458444435,1.0308304461385465,0.019434655211069983,1
-0.6145474588590912,-0.3858615625990976,0.9110873843296432,4,-0.16838842010070598,0.5325758334576184,0.3126089680413956,0.8881205456159437,-1.047089104255884,-0.4125032007223714,0
-0.8168121807448571,-0.2973835387567882,0.3910088782437156,4,-0.5233610163825871,-0.031634559343443974,-0.3549674389971393,-0.036296950097353564,-1.0118711312012845,-0.6447175790228721,1
